,contractSymbol,strike,bid,ask,impliedVolatility,price,remaining
6751,META231222C00277500,277.5,55.55,56.6,0.629642375,332.75,11
6752,META231222C00280000,280,53.05,54.05,0.600589932,332.75,11
6753,META231222C00285000,285,48.1,49.15,0.561527822,332.75,11
6754,META231222C00290000,290,43.15,44.2,0.517582949,332.75,11
6755,META231222C00292500,292.5,40.7,41.7,0.551274019,332.75,11
6756,META231222C00295000,295,38.2,39.25,0.528813306,332.75,11
6757,META231222C00297500,297.5,35.75,36.8,0.505864316,332.75,11
6758,META231222C00300000,300,33.35,34.35,0.482427051,332.75,11
6759,META231222C00302500,302.5,30.9,31.95,0.462651858,332.75,11
6760,META231222C00305000,305,28.6,29.5,0.43811597,332.75,11
6761,META231222C00307500,307.5,26.15,27.1,0.416753879,332.75,11
6762,META231222C00310000,310,23.85,24.8,0.401373174,332.75,11
6763,META231222C00312500,312.5,21.85,22.25,0.367804174,332.75,11
6764,META231222C00315000,315,19.5,20.25,0.368048312,332.75,11
6765,META231222C00317500,317.5,17.35,17.9,0.344000701,332.75,11
6766,META231222C00320000,320,15.3,16.05,0.344611046,332.75,11
6767,META231222C00322500,322.5,13.55,13.9,0.325629302,332.75,11
6768,META231222C00325000,325,11.75,12.1,0.319708951,332.75,11
6769,META231222C00327500,327.5,10.05,10.4,0.313422393,332.75,11
6770,META231222C00330000,330,8.6,8.8,0.30640342,332.75,11
6771,META231222C00332500,332.5,7.2,7.45,0.304450315,332.75,11
6772,META231222C00335000,335,6,6.2,0.30103238,332.75,11
6773,META231222C00337500,337.5,4.95,5.15,0.300299966,332.75,11
6774,META231222C00340000,340,4,4.2,0.298224791,332.75,11
6775,META231222C00342500,342.5,3.25,3.4,0.297187204,332.75,11
6776,META231222C00345000,345,2.61,2.72,0.296210651,332.75,11
6777,META231222C00347500,347.5,2.08,2.19,0.297614446,332.75,11
6778,META231222C00350000,350,1.65,1.75,0.298957206,332.75,11
6779,META231222C00352500,352.5,1.3,1.39,0.300544104,332.75,11
6780,META231222C00355000,355,1.02,1.1,0.30237514,332.75,11
6781,META231222C00357500,357.5,0.8,0.86,0.3037179,332.75,11
6782,META231222C00360000,360,0.63,0.68,0.30640342,332.75,11
6783,META231222C00362500,362.5,0.49,0.54,0.309821355,332.75,11
6784,META231222C00365000,365,0.4,0.44,0.314704119,332.75,11
6785,META231222C00367500,367.5,0.32,0.36,0.319831021,332.75,11
6786,META231222C00370000,370,0.25,0.29,0.324225508,332.75,11
6787,META231222C00372500,372.5,0.21,0.24,0.329596548,332.75,11
6788,META231222C00375000,375,0.17,0.2,0.335455864,332.75,11
6789,META231222C00380000,380,0.12,0.15,0.350592432,332.75,11
6790,META231222C00385000,385,0.08,0.12,0.367193828,332.75,11
6791,META231222C00390000,390,0.05,0.09,0.379889014,332.75,11
6792,META231222C00395000,395,0.04,0.07,0.393560752,332.75,11
6793,META231222C00400000,400,0.02,0.06,0.411138701,332.75,11
6794,META231222C00405000,405,0.02,0.05,0.425786992,332.75,11
6795,META231222C00410000,410,0.01,0.04,0.43945873,332.75,11
6796,META231222C00415000,415,0,0.04,0.460942891,332.75,11
6797,META231222C00435000,435,0,0.03,0.500005,332.75,11
6798,META231229C00070000,70,261.9,263.75,2.484378789,332.75,18
6799,META231229C00100000,100,232.05,233.85,2.144535889,332.75,18
6800,META231229C00120000,120,211.85,214.15,1.884766201,332.75,18
6801,META231229C00160000,160,172.2,174.45,1.553713169,332.75,18
6802,META231229C00170000,170,161.95,164.15,1.308597207,332.75,18
6803,META231229C00180000,180,152.3,154.3,1.317386226,332.75,18
6804,META231229C00200000,200,132.25,134.15,1.080082725,332.75,18
6805,META231229C00205000,205,126.65,129.65,1.015629922,332.75,18
6806,META231229C00210000,210,121.7,124.05,0.830079824,332.75,18
6807,META231229C00215000,215,118.05,119,1.031254844,332.75,18
6808,META231229C00220000,220,113.1,114,0.989746196,332.75,18
6809,META231229C00230000,230,103.15,104.05,0.907715767,332.75,18
6810,META231229C00240000,240,93.2,94.15,0.831300515,332.75,18
6811,META231229C00250000,250,83.3,84.2,0.755129402,332.75,18
6812,META231229C00260000,260,73.35,74.25,0.675296216,332.75,18
6813,META231229C00265000,265,68.4,69.3,0.638919626,332.75,18
6814,META231229C00270000,270,63.4,64.35,0.599369241,332.75,18
6815,META231229C00275000,275,58.45,59.4,0.562382306,332.75,18
6816,META231229C00280000,280,53.55,54.45,0.527592615,332.75,18
6817,META231229C00285000,285,48.6,49.5,0.528813306,332.75,18
6818,META231229C00290000,290,43.7,44.6,0.491460164,332.75,18
6819,META231229C00295000,295,38.8,39.75,0.456426334,332.75,18
6820,META231229C00300000,300,34,34.9,0.419683538,332.75,18
6821,META231229C00305000,305,29.3,30.2,0.389532472,332.75,18
6822,META231229C00310000,310,24.85,25.35,0.348028981,332.75,18
6823,META231229C00315000,315,20.55,21.05,0.329108271,332.75,18
6824,META231229C00320000,320,16.75,17.05,0.3137886,332.75,18
6825,META231229C00325000,325,13.15,13.4,0.300666173,332.75,18
6826,META231229C00330000,330,10.05,10.2,0.290351335,332.75,18
6827,META231229C00335000,335,7.4,7.6,0.28559064,332.75,18
6828,META231229C00340000,340,5.3,5.45,0.280707877,332.75,18
6829,META231229C00345000,345,3.7,3.85,0.279731324,332.75,18
6830,META231229C00350000,350,2.49,2.61,0.277717184,332.75,18
6831,META231229C00355000,355,1.66,1.77,0.279304082,332.75,18
6832,META231229C00360000,360,1.12,1.18,0.281257187,332.75,18
6833,META231229C00365000,365,0.72,0.79,0.28491926,332.75,18
6834,META231229C00370000,370,0.5,0.54,0.290534438,332.75,18
6835,META231229C00375000,375,0.34,0.37,0.296393755,332.75,18
6836,META231229C00380000,380,0.23,0.27,0.305426868,332.75,18
6837,META231229C00385000,385,0.17,0.2,0.31445998,332.75,18
6838,META231229C00390000,390,0.12,0.16,0.32666689,332.75,18
6839,META231229C00395000,395,0.09,0.13,0.338873799,332.75,18
6840,META231229C00400000,400,0.06,0.1,0.347662773,332.75,18
6841,META231229C00405000,405,0.05,0.09,0.363287617,332.75,18
6842,META231229C00415000,415,0.02,0.06,0.382818672,332.75,18
6843,META231229C00420000,420,0.02,0.05,0.392584199,332.75,18
6844,META231229C00425000,425,0.01,0.04,0.402349727,332.75,18
6845,META231229C00430000,430,0,0.04,0.41797457,332.75,18
6846,META231229C00435000,435,0,0.02,0.406255938,332.75,18
6847,META231229C00440000,440,0,0.04,0.451177363,332.75,18
6848,META231229C00470000,470,0,0.06,0.531254688,332.75,18
6849,META240105C00110000,110,222.7,224.3,2.025395562,332.75,25
6850,META240105C00170000,170,163,164.4,1.33179045,332.75,25
6851,META240105C00180000,180,152.15,154.2,1.083500676,332.75,25
6852,META240105C00190000,190,143.1,144.65,1.169437747,332.75,25
6853,META240105C00195000,195,137.5,139.45,1.039555583,332.75,25
6854,META240105C00225000,225,108.25,109.4,0.851563984,332.75,25
6855,META240105C00230000,230,103.3,104.45,0.818117053,332.75,25
6856,META240105C00240000,240,93.35,94.45,0.741701802,332.75,25
6857,META240105C00250000,250,83.45,84.6,0.67871415,332.75,25
6858,META240105C00255000,255,78.5,79.6,0.642825837,332.75,25
6859,META240105C00260000,260,73.6,74.65,0.612186495,332.75,25
6860,META240105C00265000,265,68.65,69.7,0.578739564,332.75,25
6861,META240105C00270000,270,63.75,64.8,0.549565051,332.75,25
6862,META240105C00275000,275,58.75,59.85,0.5134326,332.75,25
6863,META240105C00280000,280,53.85,54.9,0.518681571,332.75,25
6864,META240105C00285000,285,48.95,50.05,0.488042229,332.75,25
6865,META240105C00290000,290,44.1,45.2,0.456426334,332.75,25
6866,META240105C00295000,295,39.3,40.35,0.423467679,332.75,25
6867,META240105C00300000,300,34.8,35.7,0.399053861,332.75,25
6868,META240105C00305000,305,30.25,30.8,0.360480028,332.75,25
6869,META240105C00310000,310,25.8,26.4,0.340948973,332.75,25
6870,META240105C00315000,315,21.85,22.2,0.323432059,332.75,25
6871,META240105C00320000,320,18,18.35,0.310797908,332.75,25
6872,META240105C00325000,325,14.5,14.85,0.300605139,332.75,25
6873,META240105C00330000,330,11.45,11.75,0.292426509,332.75,25
6874,META240105C00335000,335,8.85,9.1,0.286567193,332.75,25
6875,META240105C00340000,340,6.65,6.9,0.282447361,332.75,25
6876,META240105C00345000,345,4.9,5.1,0.27887684,332.75,25
6877,META240105C00350000,350,3.55,3.7,0.2768627,332.75,25
6878,META240105C00355000,355,2.51,2.64,0.275886147,332.75,25
6879,META240105C00360000,360,1.76,1.87,0.276496493,332.75,25
6880,META240105C00365000,365,1.23,1.31,0.277595115,332.75,25
6881,META240105C00370000,370,0.85,0.91,0.279304082,332.75,25
6882,META240105C00375000,375,0.61,0.66,0.284308915,332.75,25
6883,META240105C00380000,380,0.43,0.49,0.290534438,332.75,25
6884,META240105C00385000,385,0.31,0.37,0.297614446,332.75,25
6885,META240105C00390000,390,0.23,0.28,0.304206177,332.75,25
6886,META240105C00395000,395,0.17,0.21,0.310065493,332.75,25
6887,META240105C00400000,400,0.13,0.17,0.319342744,332.75,25
6888,META240105C00405000,405,0.1,0.14,0.328619995,332.75,25
6889,META240105C00410000,410,0.07,0.11,0.335455864,332.75,25
6890,META240105C00415000,415,0.06,0.1,0.347662773,332.75,25
6891,META240105C00440000,440,0.01,0.04,0.386724883,332.75,25
6892,META240105C00465000,465,0,0.04,0.453130469,332.75,25
6893,META240112C00250000,250,83.6,85.15,0.635501692,332.75,32
6894,META240112C00270000,270,64,65.4,0.518559502,332.75,32
6895,META240112C00275000,275,59.25,60.6,0.537114004,332.75,32
6896,META240112C00285000,285,49.4,50.9,0.477056011,332.75,32
6897,META240112C00290000,290,44.9,46.1,0.448125636,332.75,32
6898,META240112C00295000,295,40.1,41.35,0.420171814,332.75,32
6899,META240112C00300000,300,35.65,36.9,0.402227657,332.75,32
6900,META240112C00305000,305,31.25,32.25,0.373907628,332.75,32
6901,META240112C00310000,310,27.1,27.65,0.344977253,332.75,32
6902,META240112C00315000,315,23.15,23.55,0.328558961,332.75,32
6903,META240112C00320000,320,19.4,19.85,0.318122053,332.75,32
6904,META240112C00325000,325,16.05,16.4,0.307624111,332.75,32
6905,META240112C00330000,330,13.05,13.3,0.298774102,332.75,32
6906,META240112C00335000,335,10.4,10.65,0.293219958,332.75,32
6907,META240112C00340000,340,8.15,8.4,0.289252713,332.75,32
6908,META240112C00345000,345,6.25,6.5,0.285712709,332.75,32
6909,META240112C00350000,350,4.75,4.95,0.283149258,332.75,32
6910,META240112C00355000,355,3.55,3.75,0.282538913,332.75,32
6911,META240112C00360000,360,2.48,2.77,0.281013049,332.75,32
6912,META240112C00365000,365,1.8,2.05,0.281379257,332.75,32
6913,META240112C00370000,370,1.41,1.5,0.281989602,332.75,32
6914,META240112C00375000,375,1.03,1.1,0.2835765,332.75,32
6915,META240112C00380000,380,0.73,0.82,0.286872366,332.75,32
6916,META240112C00385000,385,0.54,0.61,0.290046162,332.75,32
6917,META240112C00390000,390,0.41,0.47,0.295173064,332.75,32
6918,META240112C00395000,395,0.31,0.37,0.301276519,332.75,32
6919,META240112C00400000,400,0.24,0.3,0.308600664,332.75,32
6920,META240112C00405000,405,0.18,0.24,0.314948257,332.75,32
6921,META240112C00465000,465,0,0.04,0.402349727,332.75,32
6922,META240119C00005000,5,327.15,328.55,5.062503672,332.75,39
6923,META240119C00010000,10,322,323.65,3.968750078,332.75,39
6924,META240119C00015000,15,318.7,321.15,5.798830876,332.75,39
6925,META240119C00020000,20,308,309.95,1.00E-05,332.75,39
6926,META240119C00025000,25,303.05,305,1.00E-05,332.75,39
6927,META240119C00030000,30,302.35,303.85,3.16797083,332.75,39
6928,META240119C00035000,35,297.4,298.9,3.009768101,332.75,39
6929,META240119C00040000,40,292.1,293.7,2.50390999,332.75,39
6930,META240119C00045000,45,283.3,285.25,1.00E-05,332.75,39
6931,META240119C00050000,50,282.2,284.05,2.50000375,332.75,39
6932,META240119C00055000,55,277.35,278.7,2.281254297,332.75,39
6933,META240119C00060000,60,274.2,276.9,3.150392749,332.75,39
6934,META240119C00065000,65,267.5,269.1,2.269535576,332.75,39
6935,META240119C00070000,70,244.85,246.3,1.00E-05,332.75,39
6936,META240119C00075000,75,239.9,241.35,1.00E-05,332.75,39
6937,META240119C00080000,80,252.35,253.95,1.900391123,332.75,39
6938,META240119C00085000,85,223.85,226.95,1.00E-05,332.75,39
6939,META240119C00090000,90,242.3,244.05,1.762696499,332.75,39
6940,META240119C00095000,95,237.6,239.3,1.817383726,332.75,39
6941,META240119C00100000,100,232.75,234.05,1.727540425,332.75,39
6942,META240119C00105000,105,227.65,229.35,1.697267139,332.75,39
6943,META240119C00110000,110,222.85,224.4,1.672364919,332.75,39
6944,META240119C00115000,115,217.7,219.25,1.562502187,332.75,39
6945,META240119C00120000,120,212.55,214.55,1.527346113,332.75,39
6946,META240119C00125000,125,207.65,209.55,1.484377578,332.75,39
6947,META240119C00130000,130,203,204.25,1.436037976,332.75,39
6948,META240119C00135000,135,198.15,199.45,1.425295842,332.75,39
6949,META240119C00140000,140,193.05,194.4,1.355960251,332.75,39
6950,META240119C00145000,145,188.2,189.7,1.352786439,332.75,39
6951,META240119C00150000,150,183.15,184.5,1.278323921,332.75,39
6952,META240119C00155000,155,178.05,179.8,1.25000375,332.75,39
6953,META240119C00160000,160,173.05,174.65,1.189457178,332.75,39
6954,META240119C00165000,165,167.85,169.85,1.144535527,332.75,39
6955,META240119C00170000,170,163.2,164.9,1.134769951,332.75,39
6956,META240119C00175000,175,158.4,159.65,1.087651046,332.75,39
6957,META240119C00180000,180,153.55,154.45,1.041996978,332.75,39
6958,META240119C00185000,185,148.6,149.45,1.004887788,332.75,39
6959,META240119C00190000,190,143.6,144.5,0.968506174,332.75,39
6960,META240119C00195000,195,138.65,139.55,0.936035796,332.75,39
6961,META240119C00200000,200,133.7,134.6,0.904297832,332.75,39
6962,META240119C00205000,205,128.75,129.65,0.872559868,332.75,39
6963,META240119C00210000,210,123.85,124.65,0.841310181,332.75,39
6964,META240119C00215000,215,118.85,119.75,0.810060493,332.75,39
6965,META240119C00220000,220,113.9,114.8,0.779299082,332.75,39
6966,META240119C00225000,225,108.95,109.85,0.748781809,332.75,39
6967,META240119C00230000,230,104,104.9,0.718264536,332.75,39
6968,META240119C00235000,235,99.05,99.95,0.68811347,332.75,39
6969,META240119C00240000,240,94.1,95,0.658206543,332.75,39
6970,META240119C00245000,245,89.2,90.1,0.632205826,332.75,39
6971,META240119C00250000,250,84.25,85.15,0.60217683,332.75,39
6972,META240119C00255000,255,79.35,80.2,0.574100939,332.75,39
6973,META240119C00260000,260,74.45,75.3,0.547489877,332.75,39
6974,META240119C00265000,265,69.55,70.4,0.520634677,332.75,39
6975,META240119C00270000,270,64.7,65.55,0.519536055,332.75,39
6976,META240119C00275000,275,59.85,60.7,0.492863958,332.75,39
6977,META240119C00280000,280,55.05,55.9,0.467900829,332.75,39
6978,META240119C00285000,285,50.25,51.15,0.444158391,332.75,39
6979,META240119C00290000,290,45.6,46.45,0.421148367,332.75,39
6980,META240119C00295000,295,41,41.8,0.398443516,332.75,39
6981,META240119C00300000,300,36.75,37.1,0.372198661,332.75,39
6982,META240119C00305000,305,32.45,32.8,0.357001059,332.75,39
6983,META240119C00310000,310,28.15,28.6,0.341132077,332.75,39
6984,META240119C00315000,315,24.35,24.65,0.328070684,332.75,39
6985,META240119C00320000,320,20.7,21,0.317755846,332.75,39
6986,META240119C00325000,325,17.35,17.6,0.307898767,332.75,39
6987,META240119C00330000,330,14.3,14.55,0.300086345,332.75,39
6988,META240119C00335000,335,11.6,11.85,0.2936472,332.75,39
6989,META240119C00340000,340,9.3,9.5,0.288215126,332.75,39
6990,META240119C00345000,345,7.35,7.55,0.284980295,332.75,39
6991,META240119C00350000,350,5.75,5.9,0.281928568,332.75,39
6992,META240119C00355000,355,4.4,4.55,0.279609255,332.75,39
6993,META240119C00360000,360,3.35,3.5,0.278998909,332.75,39
6994,META240119C00365000,365,2.54,2.66,0.278571667,332.75,39
6995,META240119C00370000,370,1.94,2.02,0.279182013,332.75,39
6996,META240119C00375000,375,1.46,1.52,0.279792358,332.75,39
6997,META240119C00380000,380,1.12,1.14,0.28089098,332.75,39
6998,META240119C00385000,385,0.82,0.88,0.284308915,332.75,39
6999,META240119C00390000,390,0.64,0.68,0.287726849,332.75,39
7000,META240119C00395000,395,0.48,0.52,0.290534438,332.75,39
7001,META240119C00400000,400,0.36,0.39,0.292487544,332.75,39
7002,META240119C00405000,405,0.29,0.32,0.298835137,332.75,39
7003,META240119C00410000,410,0.23,0.25,0.302741348,332.75,39
7004,META240119C00415000,415,0.18,0.21,0.309577217,332.75,39
7005,META240119C00420000,420,0.14,0.17,0.31445998,332.75,39
7006,META240119C00425000,425,0.11,0.15,0.322272402,332.75,39
7007,META240119C00430000,430,0.09,0.12,0.326178613,332.75,39
7008,META240119C00435000,435,0.07,0.11,0.334967588,332.75,39
7009,META240119C00440000,440,0.06,0.09,0.339850352,332.75,39
7010,META240119C00445000,445,0.04,0.08,0.346686221,332.75,39
7011,META240119C00450000,450,0.03,0.07,0.35352209,332.75,39
7012,META240119C00455000,455,0.03,0.06,0.358404854,332.75,39
7013,META240119C00460000,460,0.02,0.05,0.362311064,332.75,39
7014,META240119C00465000,465,0.02,0.04,0.365240723,332.75,39
7015,META240119C00470000,470,0.01,0.04,0.37500625,332.75,39
7016,META240119C00475000,475,0.01,0.04,0.384771777,332.75,39
7017,META240119C00480000,480,0,0.03,0.384771777,332.75,39
7018,META240119C00485000,485,0,0.03,0.394537305,332.75,39
7019,META240119C00490000,490,0,0.02,0.390631094,332.75,39
7020,META240119C00495000,495,0,0.03,0.414068359,332.75,39
7021,META240119C00500000,500,0,0.01,0.382818672,332.75,39
7022,META240119C00505000,505,0,0.03,0.431646309,332.75,39
7023,META240119C00510000,510,0,0.03,0.441411836,332.75,39
7024,META240119C00515000,515,0,0.03,0.449224258,332.75,39
7025,META240119C00520000,520,0,0.01,0.421880781,332.75,39
7026,META240119C00525000,525,0,0.02,0.453130469,332.75,39
7027,META240119C00530000,530,0,0.02,0.460942891,332.75,39
7028,META240119C00535000,535,0,0.02,0.468755313,332.75,39
7029,META240119C00540000,540,0,0.01,0.453130469,332.75,39
7030,META240119C00545000,545,0,0.02,0.484380156,332.75,39
7031,META240119C00550000,550,0,0.01,0.468755313,332.75,39
7032,META240119C00555000,555,0,0.01,0.476567734,332.75,39
7033,META240119C00560000,560,0,0.01,0.484380156,332.75,39
7034,META240119C00570000,570,0,0.01,0.500005,332.75,39
7035,META240119C00580000,580,0,0.02,0.507817422,332.75,39
7036,META240119C00590000,590,0,0.02,0.523442266,332.75,39
7037,META240119C00600000,600,0,0.02,0.539067109,332.75,39
