,contractSymbol,strike,bid,ask,impliedVolatility,price,remaining
2164,GOOGL231215C00152500,152.5,0.01,0.04,0.476567734,134.99,4
2165,GOOGL231215C00155000,155,0,0.05,0.500005,134.99,4
2166,GOOGL231215C00157500,157.5,0,0.05,0.546879531,134.99,4
2167,GOOGL231215C00160000,160,0,0.02,0.539067109,134.99,4
2168,GOOGL231215C00165000,165,0,0.02,0.62500375,134.99,4
2169,GOOGL231215C00170000,170,0,0.01,0.656253438,134.99,4
2170,GOOGL231215C00175000,175,0,0.05,0.859376406,134.99,4
2171,GOOGL231215C00180000,180,0,0.05,0.945313047,134.99,4
2172,GOOGL231215C00185000,185,0,0.01,0.87500125,134.99,4
2173,GOOGL231215C00190000,190,0,0.01,0.937500625,134.99,4
2174,GOOGL231215C00195000,195,0,0.01,1.000005,134.99,4
2175,GOOGL231215C00200000,200,0,0.01,1.062504688,134.99,4
2176,GOOGL231215C00205000,205,0,0.01,1.125004375,134.99,4
2177,GOOGL231215C00210000,210,0,0.01,1.187504063,134.99,4
2178,GOOGL231215C00215000,215,0,0.89,2.082036045,134.99,4
2179,GOOGL231215C00220000,220,0,0.01,1.312503437,134.99,4
2180,GOOGL231215C00225000,225,0,0.11,1.695314023,134.99,4
2181,GOOGL231222C00050000,50,84,86.95,2.906252734,134.99,11
2182,GOOGL231222C00070000,70,64.4,67.1,2.179692051,134.99,11
2183,GOOGL231222C00080000,80,54.05,55.5,1.656251719,134.99,11
2184,GOOGL231222C00085000,85,49.4,50.5,1.489260366,134.99,11
2185,GOOGL231222C00090000,90,44.65,45.95,1.213871118,134.99,11
2186,GOOGL231222C00095000,95,39.6,40.6,0.908204043,134.99,11
2187,GOOGL231222C00100000,100,34.75,36.25,1.036137632,134.99,11
2188,GOOGL231222C00105000,105,29.45,31.4,0.866212275,134.99,11
2189,GOOGL231222C00110000,110,24.15,25.65,0.808595664,134.99,11
2190,GOOGL231222C00111000,111,23.5,25.4,0.716799707,134.99,11
2191,GOOGL231222C00112000,112,22.7,24.45,0.730471445,134.99,11
2192,GOOGL231222C00113000,113,21.85,23.1,0.672854834,134.99,11
2193,GOOGL231222C00114000,114,20.95,21.9,0.629886514,134.99,11
2194,GOOGL231222C00115000,115,19.55,21.4,0.620120986,134.99,11
2195,GOOGL231222C00116000,116,18.55,20.2,0.562504375,134.99,11
2196,GOOGL231222C00117000,117,17.6,18.9,0.672854834,134.99,11
2197,GOOGL231222C00118000,118,16.65,18.2,0.527348477,134.99,11
2198,GOOGL231222C00119000,119,15.65,17.25,0.508305698,134.99,11
2199,GOOGL231222C00120000,120,14.85,16.25,0.508305698,134.99,11
2200,GOOGL231222C00121000,121,13.2,15.25,0.620120986,134.99,11
2201,GOOGL231222C00122000,122,12.7,13.8,0.507329146,134.99,11
2202,GOOGL231222C00123000,123,11.75,13.3,0.565678171,134.99,11
2203,GOOGL231222C00124000,124,10.15,12.05,0.493169131,134.99,11
2204,GOOGL231222C00125000,125,10.1,13,0.538822971,134.99,11
2205,GOOGL231222C00126000,126,8.45,10.15,0.446782876,134.99,11
2206,GOOGL231222C00127000,127,6.45,9.5,0.464360825,134.99,11
2207,GOOGL231222C00128000,128,6.5,8.05,0.367926243,134.99,11
2208,GOOGL231222C00129000,129,6.6,6.9,0.31445998,134.99,11
2209,GOOGL231222C00130000,130,5.65,5.95,0.288825471,134.99,11
2210,GOOGL231222C00131000,131,4.95,5.1,0.274421318,134.99,11
2211,GOOGL231222C00132000,132,4.2,4.4,0.273444766,134.99,11
2212,GOOGL231222C00133000,133,3.55,3.7,0.266608896,134.99,11
2213,GOOGL231222C00134000,134,3,3.1,0.264655791,134.99,11
2214,GOOGL231222C00135000,135,2.46,2.5,0.256599231,134.99,11
2215,GOOGL231222C00136000,136,1.96,2.01,0.253181296,134.99,11
2216,GOOGL231222C00137000,137,1.56,1.6,0.251716467,134.99,11
2217,GOOGL231222C00138000,138,1.1,1.29,0.254646125,134.99,11
2218,GOOGL231222C00139000,139,0.9,1,0.253425435,134.99,11
2219,GOOGL231222C00140000,140,0.74,0.76,0.252204744,134.99,11
2220,GOOGL231222C00141000,141,0.58,0.74,0.277350977,134.99,11
2221,GOOGL231222C00142000,142,0.42,0.44,0.254401987,134.99,11
2222,GOOGL231222C00143000,143,0.32,0.35,0.259773027,134.99,11
2223,GOOGL231222C00144000,144,0.25,0.28,0.265632344,134.99,11
2224,GOOGL231222C00145000,145,0.19,0.22,0.270515107,134.99,11
2225,GOOGL231222C00146000,146,0.15,0.18,0.277350977,134.99,11
2226,GOOGL231222C00147000,147,0.12,0.15,0.285163398,134.99,11
2227,GOOGL231222C00148000,148,0.1,0.12,0.290046162,134.99,11
2228,GOOGL231222C00149000,149,0.08,0.1,0.296882031,134.99,11
2229,GOOGL231222C00150000,150,0.07,0.09,0.307624111,134.99,11
2230,GOOGL231222C00152500,152.5,0.04,0.06,0.326178613,134.99,11
2231,GOOGL231222C00155000,155,0.03,0.05,0.351568984,134.99,11
2232,GOOGL231222C00157500,157.5,0.02,0.04,0.37500625,134.99,11
2233,GOOGL231222C00160000,160,0.01,0.03,0.394537305,134.99,11
2234,GOOGL231222C00165000,165,0,0.13,0.501958105,134.99,11
2235,GOOGL231222C00170000,170,0,0.12,0.558598164,134.99,11
2236,GOOGL231222C00175000,175,0,0.1,0.605472695,134.99,11
2237,GOOGL231222C00180000,180,0,0.12,0.675784492,134.99,11
2238,GOOGL231222C00185000,185,0,0.11,0.722659023,134.99,11
2239,GOOGL231229C00070000,70,64.25,67.25,1.732423213,134.99,18
2240,GOOGL231229C00090000,90,44.75,45.7,0.919922676,134.99,18
2241,GOOGL231229C00095000,95,39.25,41.2,0.812501875,134.99,18
2242,GOOGL231229C00100000,100,34.05,36.45,0.722659023,134.99,18
2243,GOOGL231229C00105000,105,29.75,31.2,0.704592798,134.99,18
2244,GOOGL231229C00110000,110,24.85,26.4,0.636722383,134.99,18
2245,GOOGL231229C00115000,115,19.9,21.35,0.5268602,134.99,18
2246,GOOGL231229C00117000,117,17.35,19.05,0.560062993,134.99,18
2247,GOOGL231229C00118000,118,17.1,18.25,0.567143,134.99,18
2248,GOOGL231229C00119000,119,15.7,17.35,0.556889197,134.99,18
2249,GOOGL231229C00120000,120,14.85,16.4,0.538578833,134.99,18
2250,GOOGL231229C00121000,121,13.8,16.05,0.594730615,134.99,18
2251,GOOGL231229C00122000,122,13.2,14.6,0.513188462,134.99,18
2252,GOOGL231229C00123000,123,12.1,13.65,0.492924993,134.99,18
2253,GOOGL231229C00124000,124,11.1,13.4,0.550053328,134.99,18
2254,GOOGL231229C00125000,125,9.75,11.65,0.439702869,134.99,18
2255,GOOGL231229C00126000,126,9.25,10.1,0.348883464,134.99,18
2256,GOOGL231229C00127000,127,8.75,10.45,0.467168414,134.99,18
2257,GOOGL231229C00128000,128,7.9,8.05,0.292487544,134.99,18
2258,GOOGL231229C00129000,129,7.05,7.2,0.282844086,134.99,18
2259,GOOGL231229C00130000,130,6.2,6.35,0.270881315,134.99,18
2260,GOOGL231229C00131000,131,5.45,5.6,0.265876482,134.99,18
2261,GOOGL231229C00132000,132,4,4.85,0.257575784,134.99,18
2262,GOOGL231229C00133000,133,4.05,4.2,0.254524056,134.99,18
2263,GOOGL231229C00134000,134,3.45,4.55,0.329718617,134.99,18
2264,GOOGL231229C00135000,135,2.92,3,0.24463646,134.99,18
2265,GOOGL231229C00136000,136,2.46,2.5,0.241462664,134.99,18
2266,GOOGL231229C00137000,137,2.01,2.07,0.239753696,134.99,18
2267,GOOGL231229C00138000,138,1.63,1.69,0.237800591,134.99,18
2268,GOOGL231229C00139000,139,1.32,1.46,0.245124736,134.99,18
2269,GOOGL231229C00140000,140,1,1.1,0.236091624,134.99,18
2270,GOOGL231229C00141000,141,0.84,1.3,0.280158566,134.99,18
2271,GOOGL231229C00142000,142,0.67,0.71,0.237800591,134.99,18
2272,GOOGL231229C00143000,143,0.53,0.57,0.239753696,134.99,18
2273,GOOGL231229C00144000,144,0.42,0.46,0.242195078,134.99,18
2274,GOOGL231229C00145000,145,0.33,0.37,0.24463646,134.99,18
2275,GOOGL231229C00146000,146,0.27,0.28,0.243659907,134.99,18
2276,GOOGL231229C00147000,147,0.21,0.24,0.250495776,134.99,18
2277,GOOGL231229C00150000,150,0.13,0.14,0.264655791,134.99,18
2278,GOOGL231229C00152500,152.5,0.08,0.1,0.280280635,134.99,18
2279,GOOGL231229C00155000,155,0.05,0.14,0.329108271,134.99,18
2280,GOOGL231229C00157500,157.5,0.04,0.06,0.315436533,134.99,18
2281,GOOGL231229C00160000,160,0.03,0.05,0.333991035,134.99,18
2282,GOOGL231229C00165000,165,0.01,0.03,0.361334512,134.99,18
2283,GOOGL231229C00170000,170,0,0.1,0.476567734,134.99,18
2284,GOOGL231229C00175000,175,0,0.02,0.433599414,134.99,18
2285,GOOGL231229C00180000,180,0,0.89,0.730471445,134.99,18
2286,GOOGL231229C00200000,200,0,0.64,0.883790225,134.99,18
2287,GOOGL240105C00100000,100,34.5,35.95,0.606449248,134.99,25
2288,GOOGL240105C00105000,105,29.95,31.55,0.667727932,134.99,25
2289,GOOGL240105C00110000,110,24.35,26.55,0.504887764,134.99,25
2290,GOOGL240105C00115000,115,20.05,21.95,0.512211909,134.99,25
2291,GOOGL240105C00117000,117,17.85,19.1,0.485844985,134.99,25
2292,GOOGL240105C00119000,119,16.05,17.95,0.544438149,134.99,25
2293,GOOGL240105C00120000,120,14.65,16.6,0.483403604,134.99,25
2294,GOOGL240105C00121000,121,13.7,15.5,0.449956672,134.99,25
2295,GOOGL240105C00122000,122,13.45,15.05,0.484868433,134.99,25
2296,GOOGL240105C00124000,124,11.25,12.95,0.427984236,134.99,25
2297,GOOGL240105C00125000,125,10,12.45,0.449834603,134.99,25
2298,GOOGL240105C00126000,126,10,11.75,0.450444949,134.99,25
2299,GOOGL240105C00127000,127,7.15,9.3,0.296393755,134.99,25
2300,GOOGL240105C00128000,128,6.4,8.45,0.28760478,134.99,25
2301,GOOGL240105C00129000,129,7.45,7.6,0.277106838,134.99,25
2302,GOOGL240105C00130000,130,6.45,6.85,0.273078558,134.99,25
2303,GOOGL240105C00131000,131,5.5,6.1,0.266608896,134.99,25
2304,GOOGL240105C00132000,132,5.2,5.35,0.257697853,134.99,25
2305,GOOGL240105C00133000,133,4.55,4.7,0.253669573,134.99,25
2306,GOOGL240105C00134000,134,3.95,4.1,0.250251638,134.99,25
2307,GOOGL240105C00135000,135,3.4,3.55,0.24732198,134.99,25
2308,GOOGL240105C00136000,136,2.85,3.05,0.244880598,134.99,25
2309,GOOGL240105C00137000,137,1.89,2.58,0.241218525,134.99,25
2310,GOOGL240105C00138000,138,1.28,2.75,0.280768911,134.99,25
2311,GOOGL240105C00139000,139,1.25,1.95,0.247199911,134.99,25
2312,GOOGL240105C00140000,140,1.46,1.56,0.239875765,134.99,25
2313,GOOGL240105C00141000,141,1.2,2.01,0.297858584,134.99,25
2314,GOOGL240105C00142000,142,0.99,1.05,0.236824038,134.99,25
2315,GOOGL240105C00143000,143,0.8,0.86,0.2365799,134.99,25
2316,GOOGL240105C00144000,144,0.65,0.71,0.237556453,134.99,25
2317,GOOGL240105C00145000,145,0.53,0.65,0.246833704,134.99,25
2318,GOOGL240105C00146000,146,0.43,0.48,0.239997834,134.99,25
2319,GOOGL240105C00147000,147,0.36,0.4,0.242439216,134.99,25
2320,GOOGL240105C00148000,148,0.3,0.33,0.244392322,134.99,25
2321,GOOGL240105C00149000,149,0.25,0.28,0.248054395,134.99,25
2322,GOOGL240105C00150000,150,0.21,0.24,0.251960605,134.99,25
2323,GOOGL240105C00152500,152.5,0.14,0.16,0.26074958,134.99,25
2324,GOOGL240105C00155000,155,0.09,0.12,0.273933042,134.99,25
2325,GOOGL240105C00157500,157.5,0.07,0.09,0.286139951,134.99,25
2326,GOOGL240105C00160000,160,0.05,0.09,0.31055377,134.99,25
2327,GOOGL240105C00170000,170,0.02,0.04,0.359381406,134.99,25
2328,GOOGL240105C00175000,175,0.01,0.03,0.386724883,134.99,25
2329,GOOGL240105C00180000,180,0,0.14,0.514653291,134.99,25
2330,GOOGL240112C00080000,80,54.5,56.7,1.033696238,134.99,32
2331,GOOGL240112C00090000,90,44.2,46.3,0.709963838,134.99,32
2332,GOOGL240112C00100000,100,35.25,37.05,0.75805906,134.99,32
2333,GOOGL240112C00105000,105,30.2,31.8,0.636966521,134.99,32
2334,GOOGL240112C00110000,110,25.25,27.25,0.580570601,134.99,32
2335,GOOGL240112C00115000,115,19.65,21.6,0.527348477,134.99,32
2336,GOOGL240112C00120000,120,14.8,16.9,0.458013232,134.99,32
2337,GOOGL240112C00121000,121,14,15.35,0.384283501,134.99,32
2338,GOOGL240112C00123000,123,12.7,14.1,0.413824221,134.99,32
2339,GOOGL240112C00124000,124,10.75,13.5,0.425298716,134.99,32
2340,GOOGL240112C00125000,125,9.65,12.2,0.379278668,134.99,32
2341,GOOGL240112C00127000,127,9.55,9.75,0.300299966,134.99,32
2342,GOOGL240112C00128000,128,8.75,8.9,0.290534438,134.99,32
2343,GOOGL240112C00129000,129,7.95,8.1,0.283210293,134.99,32
2344,GOOGL240112C00130000,130,7.2,7.35,0.277717184,134.99,32
2345,GOOGL240112C00131000,131,6.45,6.6,0.270515107,134.99,32
2346,GOOGL240112C00132000,132,5.75,5.95,0.267951656,134.99,32
2347,GOOGL240112C00133000,133,5.15,5.3,0.263190962,134.99,32
2348,GOOGL240112C00134000,134,4.55,4.7,0.259528889,134.99,32
2349,GOOGL240112C00135000,135,4,4.15,0.256599231,134.99,32
2350,GOOGL240112C00136000,136,3.5,3.6,0.25135026,134.99,32
2351,GOOGL240112C00137000,137,3,3.1,0.246833704,134.99,32
2352,GOOGL240112C00138000,138,2.63,2.71,0.246589565,134.99,32
2353,GOOGL240112C00139000,139,2.25,2.33,0.244758529,134.99,32
2354,GOOGL240112C00140000,140,1.91,2.01,0.244392322,134.99,32
2355,GOOGL240112C00141000,141,1.62,1.7,0.242195078,134.99,32
2356,GOOGL240112C00142000,142,1.21,1.45,0.242073009,134.99,32
2357,GOOGL240112C00143000,143,1.16,1.22,0.240974387,134.99,32
2358,GOOGL240112C00144000,144,0.95,1.18,0.25403578,134.99,32
2359,GOOGL240112C00145000,145,0.81,0.87,0.241462664,134.99,32
2360,GOOGL240112C00146000,146,0.68,0.73,0.241706802,134.99,32
2361,GOOGL240112C00147000,147,0.57,0.62,0.243171631,134.99,32
2362,GOOGL240112C00148000,148,0.47,0.52,0.243904045,134.99,32
2363,GOOGL240112C00149000,149,0.4,0.43,0.244148184,134.99,32
2364,GOOGL240112C00150000,150,0.33,0.37,0.246833704,134.99,32
2365,GOOGL240112C00152500,152.5,0.22,0.26,0.254890264,134.99,32
2366,GOOGL240112C00155000,155,0.15,0.18,0.261237856,134.99,32
2367,GOOGL240112C00157500,157.5,0.11,0.14,0.272956489,134.99,32
2368,GOOGL240112C00160000,160,0.08,0.11,0.284186846,134.99,32
2369,GOOGL240112C00165000,165,0.05,0.07,0.305671006,134.99,32
2370,GOOGL240119C00035000,35,99,101.55,1.953125234,134.99,39
2371,GOOGL240119C00045000,45,89,91.6,1.625001875,134.99,39
2372,GOOGL240119C00050000,50,84.05,86.65,1.514650864,134.99,39
2373,GOOGL240119C00052000,52,85.45,88.05,2.444339827,134.99,39
2374,GOOGL240119C00053000,53,77,80.45,1.00E-05,134.99,39
2375,GOOGL240119C00054000,54,80.1,82.65,1.421877891,134.99,39
2376,GOOGL240119C00055000,55,79.1,82.3,1.554689727,134.99,39
2377,GOOGL240119C00056000,56,74,77.55,1.00E-05,134.99,39
2378,GOOGL240119C00057000,57,77.85,79.85,1.556154563,134.99,39
2379,GOOGL240119C00058000,58,76.2,79,1.430666909,134.99,39
2380,GOOGL240119C00059000,59,75.7,78,1.5000025,134.99,39
2381,GOOGL240119C00060000,60,74.85,76.8,1.464358147,134.99,39
2382,GOOGL240119C00061000,61,73.75,75.15,1.286136382,134.99,39
2383,GOOGL240119C00062000,62,72.1,74.9,1.286136382,134.99,39
2384,GOOGL240119C00063000,63,68.25,70.8,1.00E-05,134.99,39
2385,GOOGL240119C00064000,64,70.15,72.3,1.089848301,134.99,39
2386,GOOGL240119C00065000,65,69.8,71.25,1.226566367,134.99,39
2387,GOOGL240119C00066000,66,68.15,70.95,1.213871118,134.99,39
2388,GOOGL240119C00067000,67,69.2,73.55,1.823243071,134.99,39
2389,GOOGL240119C00068000,68,66.5,71.4,1.537111689,134.99,39
2390,GOOGL240119C00069000,69,62.65,65.85,1.00E-05,134.99,39
2391,GOOGL240119C00070000,70,64.35,66.5,1.074711658,134.99,39
2392,GOOGL240119C00071000,71,63.25,66.25,1.170902583,134.99,39
2393,GOOGL240119C00072000,72,62.3,64.5,1.023442383,134.99,39
2394,GOOGL240119C00073000,73,62.15,66.3,1.453127734,134.99,39
2395,GOOGL240119C00074000,74,61,62.75,1.141117576,134.99,39
2396,GOOGL240119C00075000,75,59.2,61.5,0.942383389,134.99,39
2397,GOOGL240119C00076000,76,58.35,60.55,0.964844102,134.99,39
2398,GOOGL240119C00077000,77,57.3,59.45,0.916016465,134.99,39
2399,GOOGL240119C00078000,78,58.55,60.7,1.388186653,134.99,39
2400,GOOGL240119C00079000,79,50.5,54.85,1.00E-05,134.99,39
2401,GOOGL240119C00080000,80,55,56.1,0.922852334,134.99,39
2402,GOOGL240119C00081000,81,40.4,43.75,1.00E-05,134.99,39
2403,GOOGL240119C00082000,82,47.05,50.7,1.00E-05,134.99,39
2404,GOOGL240119C00083000,83,53.4,54.4,1.151371431,134.99,39
2405,GOOGL240119C00084000,84,51.05,54,1.064946082,134.99,39
2406,GOOGL240119C00085000,85,49.7,51.5,0.845216392,134.99,39
2407,GOOGL240119C00086000,86,48.35,50.55,0.78222874,134.99,39
2408,GOOGL240119C00087000,87,47.45,50.6,0.908204043,134.99,39
2409,GOOGL240119C00088000,88,51.2,51.75,1.367190664,134.99,39
2410,GOOGL240119C00089000,89,49.9,51.95,1.389895629,134.99,39
2411,GOOGL240119C00090000,90,45.2,45.95,0.749514224,134.99,39
2412,GOOGL240119C00091000,91,43.85,45.55,0.763185962,134.99,39
2413,GOOGL240119C00092000,92,43.2,46,0.910401287,134.99,39
2414,GOOGL240119C00093000,93,41.45,43.25,0.635257554,134.99,39
2415,GOOGL240119C00094000,94,40.8,42,0.634769277,134.99,39
2416,GOOGL240119C00095000,95,39.95,41,0.640140317,134.99,39
2417,GOOGL240119C00096000,96,39.25,40.25,0.687503125,134.99,39
2418,GOOGL240119C00097000,97,37.45,40.55,0.717287983,134.99,39
2419,GOOGL240119C00098000,98,37.15,38,0.616214775,134.99,39
2420,GOOGL240119C00099000,99,35.55,37.5,0.588871299,134.99,39
2421,GOOGL240119C00100000,100,35.4,36.15,0.624515474,134.99,39
2422,GOOGL240119C00102500,102.5,32.6,34.55,0.632816172,134.99,39
2423,GOOGL240119C00105000,105,30.2,31.35,0.542485044,134.99,39
2424,GOOGL240119C00107500,107.5,27.85,30.3,0.611087874,134.99,39
2425,GOOGL240119C00110000,110,25.5,26,0.494878098,134.99,39
2426,GOOGL240119C00112500,112.5,22.2,24.15,0.529057444,134.99,39
2427,GOOGL240119C00115000,115,20.25,21.4,0.458135302,134.99,39
2428,GOOGL240119C00117500,117.5,18.3,19.25,0.448491843,134.99,39
2429,GOOGL240119C00120000,120,15.35,17.85,0.493169131,134.99,39
2430,GOOGL240119C00122500,122.5,13,14,0.33606621,134.99,39
2431,GOOGL240119C00125000,125,11.6,11.75,0.310797908,134.99,39
2432,GOOGL240119C00127500,127.5,9.45,9.65,0.291144784,134.99,39
2433,GOOGL240119C00130000,130,7.6,7.7,0.274299249,134.99,39
2434,GOOGL240119C00132500,132.5,5.9,6,0.263313031,134.99,39
2435,GOOGL240119C00135000,135,4.45,4.55,0.255500609,134.99,39
2436,GOOGL240119C00137000,137,3.45,3.55,0.249641293,134.99,39
2437,GOOGL240119C00137500,137.5,3.25,3.3,0.246955773,134.99,39
2438,GOOGL240119C00138000,138,3,3.1,0.246589565,134.99,39
2439,GOOGL240119C00138500,138.5,2.84,2.9,0.245613013,134.99,39
2440,GOOGL240119C00139000,139,2.65,2.71,0.244880598,134.99,39
2441,GOOGL240119C00139500,139.5,2.47,2.53,0.244148184,134.99,39
2442,GOOGL240119C00140000,140,2.3,2.35,0.242927493,134.99,39
2443,GOOGL240119C00140500,140.5,2.14,3.15,0.300788242,134.99,39
2444,GOOGL240119C00141000,141,1.98,2.03,0.241340594,134.99,39
2445,GOOGL240119C00141500,141.5,1.84,1.89,0.241096456,134.99,39
2446,GOOGL240119C00142000,142,1.5,1.75,0.240364042,134.99,39
2447,GOOGL240119C00142500,142.5,1.58,1.62,0.239753696,134.99,39
2448,GOOGL240119C00143000,143,1.46,1.51,0.239997834,134.99,39
2449,GOOGL240119C00143500,143.5,1.35,1.4,0.239875765,134.99,39
2450,GOOGL240119C00144000,144,1.25,1.29,0.23926542,134.99,39
2451,GOOGL240119C00144500,144.5,1.15,1.19,0.238777144,134.99,39
2452,GOOGL240119C00145000,145,1.06,1.11,0.239509558,134.99,39
2453,GOOGL240119C00145500,145.5,0.98,1.02,0.239021282,134.99,39
2454,GOOGL240119C00146000,146,0.9,0.94,0.238899213,134.99,39
2455,GOOGL240119C00146500,146.5,0.83,0.87,0.23926542,134.99,39
2456,GOOGL240119C00147000,147,0.77,0.9,0.248420602,134.99,39
2457,GOOGL240119C00147500,147.5,0.71,0.75,0.240486111,134.99,39
2458,GOOGL240119C00148000,148,0.65,0.69,0.240486111,134.99,39
2459,GOOGL240119C00148500,148.5,0.6,0.64,0.240974387,134.99,39
2460,GOOGL240119C00149000,149,0.55,0.58,0.240241973,134.99,39
2461,GOOGL240119C00149500,149.5,0.51,0.54,0.241218525,134.99,39
2462,GOOGL240119C00150000,150,0.47,0.5,0.241706802,134.99,39
2463,GOOGL240119C00152500,152.5,0.32,0.34,0.245368875,134.99,39
2464,GOOGL240119C00155000,155,0.22,0.24,0.250984053,134.99,39
2465,GOOGL240119C00157500,157.5,0.16,0.18,0.259284751,134.99,39
2466,GOOGL240119C00160000,160,0.12,0.14,0.268562002,134.99,39
2467,GOOGL240119C00162500,162.5,0.09,0.11,0.277350977,134.99,39
2468,GOOGL240119C00165000,165,0.07,0.09,0.288093057,134.99,39
2469,GOOGL240119C00167500,167.5,0.05,0.08,0.300788242,134.99,39
2470,GOOGL240119C00170000,170,0.05,0.06,0.305671006,134.99,39
2471,GOOGL240119C00172500,172.5,0.04,0.06,0.322272402,134.99,39
2472,GOOGL240119C00175000,175,0.03,0.05,0.330084824,134.99,39
2473,GOOGL240119C00177500,177.5,0.02,0.04,0.337897246,134.99,39
2474,GOOGL240119C00180000,180,0.02,0.04,0.351568984,134.99,39
2475,GOOGL240119C00182500,182.5,0.02,0.03,0.355475195,134.99,39
2476,GOOGL240119C00185000,185,0.01,0.03,0.369146934,134.99,39
2477,GOOGL240119C00187500,187.5,0.01,0.03,0.382818672,134.99,39
2478,GOOGL240119C00190000,190,0.01,0.03,0.39649041,134.99,39
2479,GOOGL240119C00192500,192.5,0,0.02,0.390631094,134.99,39
2480,GOOGL240119C00195000,195,0,0.03,0.421880781,134.99,39
2481,GOOGL240119C00197500,197.5,0,0.89,0.627445132,134.99,39
