,contractSymbol,strike,bid,ask,impliedVolatility,price,remaining
3527,AMZN240119C00098000,98,49.75,50.4,0.758303198,147.42,39
3528,AMZN240119C00099000,99,48.7,49.35,0.730471445,147.42,39
3529,AMZN240119C00100000,100,47.8,48.5,0.743410769,147.42,39
3530,AMZN240119C00102500,102.5,45.2,46,0.693362441,147.42,39
3531,AMZN240119C00105000,105,42.7,43.4,0.644534805,147.42,39
3532,AMZN240119C00107500,107.5,40.25,41,0.622562368,147.42,39
3533,AMZN240119C00110000,110,37.9,38.45,0.594730615,147.42,39
3534,AMZN240119C00112500,112.5,35.45,36,0.566410586,147.42,39
3535,AMZN240119C00115000,115,32.85,33.55,0.525395371,147.42,39
3536,AMZN240119C00117500,117.5,30.5,31.15,0.507817422,147.42,39
3537,AMZN240119C00120000,120,27.95,28.65,0.512456047,147.42,39
3538,AMZN240119C00122500,122.5,25.5,26.2,0.479497393,147.42,39
3539,AMZN240119C00125000,125,23.2,23.85,0.456548403,147.42,39
3540,AMZN240119C00127500,127.5,20.85,21.4,0.422124919,147.42,39
3541,AMZN240119C00130000,130,18.5,19.1,0.400152483,147.42,39
3542,AMZN240119C00132500,132.5,16.2,16.85,0.379400737,147.42,39
3543,AMZN240119C00135000,135,14.2,14.35,0.337164832,147.42,39
3544,AMZN240119C00137500,137.5,12.1,12.25,0.321051711,147.42,39
3545,AMZN240119C00140000,140,10.1,10.2,0.302741348,147.42,39
3546,AMZN240119C00142500,142.5,8.3,8.4,0.292609613,147.42,39
3547,AMZN240119C00145000,145,6.65,6.75,0.282599948,147.42,39
3548,AMZN240119C00147500,147.5,5.2,5.3,0.274299249,147.42,39
3549,AMZN240119C00150000,150,4,4.1,0.269416486,147.42,39
3550,AMZN240119C00152500,152.5,3,3.05,0.262641651,147.42,39
3551,AMZN240119C00154500,154.5,2.36,2.39,0.259834062,147.42,39
3552,AMZN240119C00155000,155,2.21,2.26,0.260139235,147.42,39
3553,AMZN240119C00155500,155.5,2.07,2.11,0.258918544,147.42,39
3554,AMZN240119C00156000,156,1.95,1.98,0.258552336,147.42,39
3555,AMZN240119C00156500,156.5,1.82,1.85,0.257819922,147.42,39
3556,AMZN240119C00157000,157,1.7,1.74,0.257819922,147.42,39
3557,AMZN240119C00157500,157.5,1.59,1.63,0.257575784,147.42,39
3558,AMZN240119C00158000,158,1.49,1.52,0.256965438,147.42,39
3559,AMZN240119C00158500,158.5,1.39,1.42,0.256599231,147.42,39
3560,AMZN240119C00159000,159,1.29,1.33,0.256599231,147.42,39
3561,AMZN240119C00159500,159.5,1.21,1.24,0.256355093,147.42,39
3562,AMZN240119C00160000,160,1.13,1.16,0.256355093,147.42,39
3563,AMZN240119C00160500,160.5,1.06,1.08,0.256110955,147.42,39
3564,AMZN240119C00161000,161,0.99,1.01,0.256233024,147.42,39
3565,AMZN240119C00161250,161.25,0.95,0.97,0.255744747,147.42,39
3566,AMZN240119C00161500,161.5,0.91,0.94,0.256110955,147.42,39
3567,AMZN240119C00161750,161.75,0.89,0.91,0.256233024,147.42,39
3568,AMZN240119C00162000,162,0.85,0.88,0.256355093,147.42,39
3569,AMZN240119C00162250,162.25,0.82,0.85,0.256355093,147.42,39
3570,AMZN240119C00162500,162.5,0.79,0.82,0.256355093,147.42,39
3571,AMZN240119C00162750,162.75,0.77,0.79,0.256355093,147.42,39
3572,AMZN240119C00163000,163,0.74,0.76,0.256110955,147.42,39
3573,AMZN240119C00163250,163.25,0.71,0.74,0.256843369,147.42,39
3574,AMZN240119C00163500,163.5,0.67,0.71,0.256355093,147.42,39
3575,AMZN240119C00163750,163.75,0.64,0.69,0.257087507,147.42,39
3576,AMZN240119C00164000,164,0.62,0.66,0.256355093,147.42,39
3577,AMZN240119C00164250,164.25,0.62,0.64,0.256843369,147.42,39
3578,AMZN240119C00164500,164.5,0.59,0.62,0.257331646,147.42,39
3579,AMZN240119C00164750,164.75,0.57,0.6,0.257575784,147.42,39
3580,AMZN240119C00165000,165,0.55,0.58,0.257819922,147.42,39
3581,AMZN240119C00165250,165.25,0.53,0.56,0.257819922,147.42,39
3582,AMZN240119C00165500,165.5,0.51,0.54,0.25806406,147.42,39
3583,AMZN240119C00165750,165.75,0.49,0.52,0.25806406,147.42,39
3584,AMZN240119C00166000,166,0.46,0.5,0.257819922,147.42,39
3585,AMZN240119C00166500,166.5,0.44,0.47,0.258796475,147.42,39
3586,AMZN240119C00167000,167,0.41,0.43,0.25806406,147.42,39
3587,AMZN240119C00167500,167.5,0.38,0.4,0.258308198,147.42,39
3588,AMZN240119C00168000,168,0.36,0.38,0.259773027,147.42,39
3589,AMZN240119C00168500,168.5,0.33,0.35,0.259773027,147.42,39
3590,AMZN240119C00169000,169,0.31,0.33,0.26074958,147.42,39
3591,AMZN240119C00169500,169.5,0.28,0.31,0.261726133,147.42,39
3592,AMZN240119C00170000,170,0.27,0.28,0.260505442,147.42,39
3593,AMZN240119C00170500,170.5,0.25,0.27,0.262702686,147.42,39
3594,AMZN240119C00171000,171,0.23,0.25,0.262946824,147.42,39
3595,AMZN240119C00171500,171.5,0.21,0.23,0.262702686,147.42,39
3596,AMZN240119C00172000,172,0.2,0.22,0.264655791,147.42,39
3597,AMZN240119C00172500,172.5,0.18,0.2,0.264167515,147.42,39
3598,AMZN240119C00173000,173,0.17,0.19,0.265632344,147.42,39
3599,AMZN240119C00173500,173.5,0.16,0.18,0.266608896,147.42,39
3600,AMZN240119C00174000,174,0.15,0.17,0.268073726,147.42,39
3601,AMZN240119C00174500,174.5,0.14,0.16,0.269050278,147.42,39
3602,AMZN240119C00175000,175,0.13,0.15,0.269538555,147.42,39
3603,AMZN240119C00175500,175.5,0.12,0.14,0.270515107,147.42,39
3604,AMZN240119C00176000,176,0.11,0.13,0.270515107,147.42,39
3605,AMZN240119C00176500,176.5,0.11,0.12,0.270515107,147.42,39
3606,AMZN240119C00177000,177,0.1,0.12,0.274421318,147.42,39
