,contractSymbol,strike,bid,ask,impliedVolatility,price,remaining
8236,TSLA231215C00425000,425,0,0.01,1.406252969,243.84,4
8237,TSLA231215C00430000,430,0,0.01,1.437502813,243.84,4
8238,TSLA231215C00435000,435,0,0.01,1.437502813,243.84,4
8239,TSLA231215C00440000,440,0,0.01,1.5000025,243.84,4
8240,TSLA231215C00445000,445,0,0.01,1.5000025,243.84,4
8241,TSLA231215C00450000,450,0,0.01,1.531252344,243.84,4
8242,TSLA231215C00455000,455,0,0.01,1.562502187,243.84,4
8243,TSLA231215C00460000,460,0,0.01,1.562502187,243.84,4
8244,TSLA231215C00465000,465,0,0.01,1.625001875,243.84,4
8245,TSLA231215C00470000,470,0,0.01,1.625001875,243.84,4
8246,TSLA231215C00475000,475,0,0.01,1.656251719,243.84,4
8247,TSLA231215C00480000,480,0,0.01,1.687501563,243.84,4
8248,TSLA231215C00485000,485,0,0.01,1.687501563,243.84,4
8249,TSLA231215C00490000,490,0,0.01,1.75000125,243.84,4
8250,TSLA231215C00495000,495,0,0.01,1.75000125,243.84,4
8251,TSLA231215C00500000,500,0,0.01,1.75000125,243.84,4
8252,TSLA231215C00510000,510,0,0.01,1.812500937,243.84,4
8253,TSLA231215C00520000,520,0,0.01,1.875000625,243.84,4
8254,TSLA231215C00530000,530,0,0.01,1.906250469,243.84,4
8255,TSLA231215C00540000,540,0,0.01,1.937500313,243.84,4
8256,TSLA231215C00550000,550,0,0.01,1.968750156,243.84,4
8257,TSLA231215C00560000,560,0,0.01,2.000005,243.84,4
8258,TSLA231222C00030000,30,213.2,214.4,5.597659253,243.84,11
8259,TSLA231222C00050000,50,193.25,194.45,2.750003125,243.84,11
8260,TSLA231222C00070000,70,173.3,174.5,2.539066152,243.84,11
8261,TSLA231222C00090000,90,153.35,154.55,2.183598291,243.84,11
8262,TSLA231222C00100000,100,143.3,144.6,1.964843926,243.84,11
8263,TSLA231222C00105000,105,138.3,139.6,1.863281934,243.84,11
8264,TSLA231222C00110000,110,133.35,134.6,1.812500937,243.84,11
8265,TSLA231222C00115000,115,128.35,129.65,1.75390748,243.84,11
8266,TSLA231222C00120000,120,123.35,124.65,1.662111064,243.84,11
8267,TSLA231222C00125000,125,118.4,119.65,1.603517607,243.84,11
8268,TSLA231222C00130000,130,113.45,114.7,1.566408418,243.84,11
8269,TSLA231222C00135000,135,108.4,109.7,1.457033965,243.84,11
8270,TSLA231222C00140000,140,103.45,104.7,1.398440508,243.84,11
8271,TSLA231222C00145000,145,98.5,99.75,1.355471973,243.84,11
8272,TSLA231222C00150000,150,93.5,94.75,1.275394248,243.84,11
8273,TSLA231222C00155000,155,88.55,89.75,1.214847676,243.84,11
8274,TSLA231222C00160000,160,83.5,84.8,1.138676182,243.84,11
8275,TSLA231222C00165000,165,78.45,79.8,1.051762554,243.84,11
8276,TSLA231222C00170000,170,73.6,74.85,1.029301729,243.84,11
8277,TSLA231222C00175000,175,68.55,69.85,0.947266152,243.84,11
8278,TSLA231222C00180000,180,63.65,64.9,0.906250938,243.84,11
8279,TSLA231222C00185000,185,58.55,59.9,0.818361191,243.84,11
8280,TSLA231222C00190000,190,53.55,54.9,0.750979053,243.84,11
8281,TSLA231222C00195000,195,48.75,50,0.728030063,243.84,11
8282,TSLA231222C00200000,200,43.8,45.05,0.671390005,243.84,11
8283,TSLA231222C00205000,205,38.85,40.1,0.613285117,243.84,11
8284,TSLA231222C00207500,207.5,36.5,37.7,0.602787175,243.84,11
8285,TSLA231222C00210000,210,34.25,35.25,0.592533372,243.84,11
8286,TSLA231222C00212500,212.5,31.65,32.85,0.556156782,243.84,11
8287,TSLA231222C00215000,215,29.3,30.8,0.561039546,243.84,11
8288,TSLA231222C00217500,217.5,27,28.25,0.531987102,243.84,11
8289,TSLA231222C00220000,220,25.1,25.6,0.518437433,243.84,11
8290,TSLA231222C00222500,222.5,22.85,23.45,0.508305698,243.84,11
8291,TSLA231222C00225000,225,20.45,21.3,0.523808473,243.84,11
8292,TSLA231222C00227500,227.5,18.6,19,0.49463396,243.84,11
8293,TSLA231222C00230000,230,16.5,17,0.485112571,243.84,11
8294,TSLA231222C00232500,232.5,14.55,15.15,0.480351876,243.84,11
8295,TSLA231222C00235000,235,12.85,13.45,0.478887047,243.84,11
8296,TSLA231222C00237500,237.5,11.4,11.7,0.46777876,243.84,11
8297,TSLA231222C00240000,240,9.95,10.1,0.459233923,243.84,11
8298,TSLA231222C00242500,242.5,8.55,8.75,0.458501509,243.84,11
8299,TSLA231222C00245000,245,7.35,7.4,0.450689087,243.84,11
8300,TSLA231222C00247500,247.5,6.2,6.35,0.4530084,243.84,11
8301,TSLA231222C00250000,250,5.25,5.3,0.448369774,243.84,11
8302,TSLA231222C00252500,252.5,4.35,4.5,0.45166564,243.84,11
8303,TSLA231222C00255000,255,3.6,3.7,0.448247705,243.84,11
8304,TSLA231222C00257500,257.5,3.05,3.1,0.451299432,243.84,11
8305,TSLA231222C00260000,260,2.53,2.55,0.45166564,243.84,11
8306,TSLA231222C00262500,262.5,2.04,2.12,0.455083574,243.84,11
8307,TSLA231222C00265000,265,1.7,1.75,0.457891163,243.84,11
8308,TSLA231222C00267500,267.5,1.4,1.45,0.461919443,243.84,11
8309,TSLA231222C00270000,270,1.13,1.18,0.463628411,243.84,11
8310,TSLA231222C00275000,275,0.8,0.83,0.47583532,243.84,11
8311,TSLA231222C00280000,280,0.55,0.58,0.486821538,243.84,11
8312,TSLA231222C00285000,285,0.4,0.42,0.500981553,243.84,11
8313,TSLA231222C00290000,290,0.3,0.31,0.514653291,243.84,11
8314,TSLA231222C00295000,295,0.22,0.24,0.530278135,243.84,11
8315,TSLA231222C00300000,300,0.17,0.18,0.545902979,243.84,11
8316,TSLA231222C00305000,305,0.14,0.15,0.566410586,243.84,11
8317,TSLA231222C00310000,310,0.1,0.12,0.579105771,243.84,11
8318,TSLA231222C00315000,315,0.09,0.1,0.600589932,243.84,11
8319,TSLA231222C00320000,320,0.06,0.08,0.609378906,243.84,11
8320,TSLA231222C00325000,325,0.05,0.07,0.628909961,243.84,11
8321,TSLA231222C00330000,330,0.05,0.06,0.652347227,243.84,11
8322,TSLA231222C00335000,335,0.03,0.05,0.656253438,243.84,11
8323,TSLA231222C00340000,340,0.02,0.04,0.664065859,243.84,11
8324,TSLA231222C00345000,345,0.02,0.04,0.691409336,243.84,11
8325,TSLA231222C00350000,350,0.01,0.04,0.703127969,243.84,11
8326,TSLA231222C00355000,355,0.01,0.04,0.726565234,243.84,11
8327,TSLA231222C00360000,360,0,0.03,0.718752813,243.84,11
8328,TSLA231222C00365000,365,0,0.03,0.742190078,243.84,11
8329,TSLA231222C00370000,370,0,0.03,0.765627344,243.84,11
8330,TSLA231222C00375000,375,0.01,0.03,0.804689453,243.84,11
8331,TSLA231222C00380000,380,0,0.02,0.781252188,243.84,11
8332,TSLA231222C00385000,385,0,0.02,0.796877031,243.84,11
8333,TSLA231222C00390000,390,0,0.02,0.820314297,243.84,11
8334,TSLA231222C00395000,395,0,0.02,0.843751562,243.84,11
8335,TSLA231222C00400000,400,0,0.02,0.859376406,243.84,11
8336,TSLA231222C00405000,405,0,0.01,0.843751562,243.84,11
8337,TSLA231222C00410000,410,0,0.02,0.898438516,243.84,11
8338,TSLA231222C00415000,415,0,0.02,0.921875781,243.84,11
8339,TSLA231222C00420000,420,0,0.01,0.890626094,243.84,11
8340,TSLA231222C00425000,425,0,0.02,0.953125469,243.84,11
8341,TSLA231222C00430000,430,0,0.02,0.968750313,243.84,11
8342,TSLA231222C00435000,435,0,0.02,0.984375156,243.84,11
8343,TSLA231222C00440000,440,0,0.01,0.968750313,243.84,11
8344,TSLA231229C00020000,20,223.1,224.4,5.367190791,243.84,18
8345,TSLA231229C00040000,40,203.25,204.45,2.468753828,243.84,18
8346,TSLA231229C00090000,90,153.45,154.65,1.875000625,243.84,18
8347,TSLA231229C00100000,100,143.5,144.7,1.738282559,243.84,18
8348,TSLA231229C00115000,115,128.55,129.75,1.521486768,243.84,18
8349,TSLA231229C00120000,120,123.5,124.8,1.442385601,243.84,18
8350,TSLA231229C00125000,125,118.6,119.8,1.396487393,243.84,18
8351,TSLA231229C00130000,130,113.5,114.85,1.308597207,243.84,18
8352,TSLA231229C00135000,135,108.65,109.85,1.276370806,243.84,18
8353,TSLA231229C00140000,140,103.65,104.9,1.216800791,243.84,18
8354,TSLA231229C00145000,145,98.7,99.9,1.159183892,243.84,18
8355,TSLA231229C00150000,150,93.65,94.95,1.091801416,243.84,18
8356,TSLA231229C00155000,155,88.75,90,1.053715669,243.84,18
8357,TSLA231229C00160000,160,83.7,85,0.980957222,243.84,18
8358,TSLA231229C00165000,165,78.8,80.05,0.941406836,243.84,18
8359,TSLA231229C00170000,170,73.7,75.05,0.865235723,243.84,18
8360,TSLA231229C00175000,175,68.85,70.1,0.831544653,243.84,18
8361,TSLA231229C00180000,180,63.85,65.15,0.777345977,243.84,18
8362,TSLA231229C00185000,185,58.9,60.2,0.729006616,243.84,18
8363,TSLA231229C00190000,190,54.05,55.2,0.684573467,243.84,18
8364,TSLA231229C00195000,195,49.05,50.3,0.634281001,243.84,18
8365,TSLA231229C00200000,200,44.25,45.45,0.602054761,243.84,18
8366,TSLA231229C00205000,205,39.45,40.65,0.567631277,243.84,18
8367,TSLA231229C00210000,210,34.7,36,0.538700902,243.84,18
8368,TSLA231229C00215000,215,30.15,31.4,0.513554669,243.84,18
8369,TSLA231229C00220000,220,25.75,26.5,0.501225691,243.84,18
8370,TSLA231229C00225000,225,21.85,22.2,0.474126353,243.84,18
8371,TSLA231229C00230000,230,17.9,18.35,0.460942891,243.84,18
8372,TSLA231229C00235000,235,14.35,14.85,0.450017707,243.84,18
8373,TSLA231229C00240000,240,11.45,11.65,0.436529072,243.84,18
8374,TSLA231229C00245000,245,8.85,9,0.430242514,243.84,18
8375,TSLA231229C00250000,250,6.65,6.8,0.425786992,243.84,18
8376,TSLA231229C00255000,255,4.95,5.1,0.426275269,243.84,18
8377,TSLA231229C00260000,260,3.65,3.8,0.429449065,243.84,18
8378,TSLA231229C00265000,265,2.65,2.76,0.430669756,243.84,18
8379,TSLA231229C00270000,270,1.94,2.02,0.43543045,243.84,18
8380,TSLA231229C00275000,275,1.44,1.49,0.44226632,243.84,18
8381,TSLA231229C00280000,280,1.05,1.1,0.449590465,243.84,18
8382,TSLA231229C00285000,285,0.78,0.83,0.459233923,243.84,18
8383,TSLA231229C00290000,290,0.6,0.63,0.468999451,243.84,18
8384,TSLA231229C00295000,295,0.45,0.49,0.480473945,243.84,18
8385,TSLA231229C00300000,300,0.36,0.39,0.493169131,243.84,18
8386,TSLA231229C00305000,305,0.29,0.32,0.503422935,243.84,18
8387,TSLA231229C00310000,310,0.23,0.26,0.515629844,243.84,18
8388,TSLA231229C00315000,315,0.19,0.21,0.527348477,243.84,18
8389,TSLA231229C00320000,320,0.15,0.18,0.540043662,243.84,18
8390,TSLA231229C00325000,325,0.14,0.15,0.556645059,243.84,18
8391,TSLA231229C00330000,330,0.1,0.13,0.56445748,243.84,18
8392,TSLA231229C00335000,335,0.09,0.11,0.578129219,243.84,18
8393,TSLA231229C00340000,340,0.07,0.09,0.585941641,243.84,18
8394,TSLA231229C00345000,345,0.06,0.08,0.599613379,243.84,18
8395,TSLA231229C00350000,350,0.05,0.07,0.609378906,243.84,18
8396,TSLA231229C00355000,355,0.04,0.06,0.619144434,243.84,18
8397,TSLA231229C00360000,360,0.03,0.05,0.62500375,243.84,18
8398,TSLA231229C00365000,365,0.03,0.05,0.644534805,243.84,18
8399,TSLA231229C00370000,370,0.02,0.04,0.644534805,243.84,18
8400,TSLA231229C00375000,375,0.02,0.04,0.664065859,243.84,18
8401,TSLA231229C00380000,380,0.01,0.04,0.671878281,243.84,18
8402,TSLA231229C00385000,385,0.01,0.04,0.687503125,243.84,18
8403,TSLA231229C00390000,390,0.01,0.03,0.691409336,243.84,18
8404,TSLA231229C00395000,395,0,0.03,0.687503125,243.84,18
8405,TSLA231229C00400000,400,0.02,0.03,0.738283867,243.84,18
8406,TSLA231229C00405000,405,0,0.03,0.718752813,243.84,18
8407,TSLA231229C00410000,410,0.01,0.03,0.757814922,243.84,18
8408,TSLA231229C00415000,415,0,0.03,0.7500025,243.84,18
8409,TSLA231229C00420000,420,0,0.02,0.7500025,243.84,18
8410,TSLA231229C00425000,425,0,0.02,0.757814922,243.84,18
8411,TSLA231229C00430000,430,0,0.02,0.773439766,243.84,18
8412,TSLA231229C00435000,435,0,0.02,0.789064609,243.84,18
8413,TSLA231229C00440000,440,0,0.02,0.796877031,243.84,18
8414,TSLA240105C00020000,20,223.05,224.75,3.453126367,243.84,25
8415,TSLA240105C00125000,125,118.65,120.3,1.305667534,243.84,25
8416,TSLA240105C00135000,135,108.65,110.35,1.178715044,243.84,25
8417,TSLA240105C00140000,140,103.75,105.4,1.135746509,243.84,25
8418,TSLA240105C00145000,145,98.8,100.4,1.079594446,243.84,25
8419,TSLA240105C00150000,150,93.8,95.45,1.023930662,243.84,25
8420,TSLA240105C00155000,155,88.85,90.5,0.975586182,243.84,25
8421,TSLA240105C00160000,160,83.9,85.55,0.927246821,243.84,25
8422,TSLA240105C00165000,165,78.95,80.4,0.859864683,243.84,25
8423,TSLA240105C00170000,170,74,75.5,0.818117053,243.84,25
8424,TSLA240105C00175000,175,69.05,70.7,0.783693569,243.84,25
8425,TSLA240105C00180000,180,64.15,65.8,0.743410769,243.84,25
8426,TSLA240105C00185000,185,59.25,60.8,0.695315547,243.84,25
8427,TSLA240105C00190000,190,54.35,55.95,0.656497576,243.84,25
8428,TSLA240105C00195000,195,49.6,51.15,0.626712717,243.84,25
8429,TSLA240105C00200000,200,44.6,46.35,0.581425084,243.84,25
8430,TSLA240105C00205000,205,39.95,41.7,0.55640092,243.84,25
8431,TSLA240105C00210000,210,35.7,37,0.538578833,243.84,25
8432,TSLA240105C00215000,215,31.55,32.3,0.51611812,243.84,25
8433,TSLA240105C00220000,220,27.4,28.2,0.502934658,243.84,25
8434,TSLA240105C00225000,225,23.45,24.15,0.503117762,243.84,25
8435,TSLA240105C00230000,230,19.8,20.5,0.490727749,243.84,25
8436,TSLA240105C00235000,235,16.5,17.2,0.481938774,243.84,25
8437,TSLA240105C00240000,240,13.85,14.1,0.469365658,243.84,25
8438,TSLA240105C00245000,245,11.15,11.45,0.462163582,243.84,25
8439,TSLA240105C00250000,250,9.1,9.2,0.457830129,243.84,25
8440,TSLA240105C00255000,255,7.2,7.4,0.458745647,243.84,25
8441,TSLA240105C00260000,260,5.7,5.85,0.458013232,243.84,25
8442,TSLA240105C00265000,265,4.5,4.6,0.458867716,243.84,25
8443,TSLA240105C00270000,270,3.45,3.6,0.460698752,243.84,25
8444,TSLA240105C00275000,275,2.71,2.8,0.462895996,243.84,25
8445,TSLA240105C00280000,280,2.1,2.2,0.467656691,243.84,25
8446,TSLA240105C00285000,285,1.65,1.73,0.472783593,243.84,25
8447,TSLA240105C00290000,290,1.31,1.38,0.4798636,243.84,25
8448,TSLA240105C00295000,295,1.03,1.1,0.4865774,243.84,25
8449,TSLA240105C00300000,300,0.83,0.88,0.493657407,243.84,25
8450,TSLA240105C00305000,305,0.68,0.72,0.502446382,243.84,25
8451,TSLA240105C00310000,310,0.56,0.6,0.509282251,243.84,25
8452,TSLA240105C00315000,315,0.46,0.5,0.518315364,243.84,25
8453,TSLA240105C00320000,320,0.39,0.42,0.528325029,243.84,25
8454,TSLA240105C00325000,325,0.32,0.36,0.53760228,243.84,25
8455,TSLA240105C00330000,330,0.28,0.31,0.548832637,243.84,25
8456,TSLA240105C00335000,335,0.23,0.26,0.556156782,243.84,25
8457,TSLA240105C00340000,340,0.2,0.23,0.567387139,243.84,25
8458,TSLA240105C00345000,345,0.17,0.2,0.576176113,243.84,25
8459,TSLA240105C00350000,350,0.15,0.18,0.587894746,243.84,25
8460,TSLA240105C00355000,355,0.13,0.16,0.597660273,243.84,25
8461,TSLA240105C00360000,360,0.11,0.14,0.605472695,243.84,25
8462,TSLA240105C00365000,365,0.11,0.12,0.617191328,243.84,25
8463,TSLA240105C00370000,370,0.08,0.11,0.621097539,243.84,25
8464,TSLA240105C00375000,375,0.07,0.1,0.630863066,243.84,25
8465,TSLA240105C00380000,380,0.06,0.09,0.638675488,243.84,25
8466,TSLA240105C00385000,385,0.05,0.08,0.644534805,243.84,25
8467,TSLA240105C00390000,390,0.05,0.06,0.650394121,243.84,25
8468,TSLA240105C00395000,395,0.03,0.06,0.652347227,243.84,25
8469,TSLA240105C00400000,400,0.02,0.05,0.652347227,243.84,25
8470,TSLA240105C00405000,405,0.03,0.05,0.673831387,243.84,25
8471,TSLA240105C00410000,410,0.03,0.05,0.687503125,243.84,25
8472,TSLA240105C00415000,415,0.02,0.05,0.695315547,243.84,25
8473,TSLA240105C00420000,420,0.03,0.04,0.70703418,243.84,25
8474,TSLA240105C00430000,430,0.01,0.04,0.710940391,243.84,25
8475,TSLA240105C00435000,435,0.01,0.05,0.738283867,243.84,25
8476,TSLA240105C00440000,440,0.01,0.04,0.738283867,243.84,25
8477,TSLA240112C00100000,100,143.3,145.6,1.494143154,243.84,32
8478,TSLA240112C00115000,115,128.5,130.7,1.327151802,243.84,32
8479,TSLA240112C00120000,120,123.5,125.75,1.266605229,243.84,32
8480,TSLA240112C00145000,145,98.75,100.85,1.000493279,243.84,32
8481,TSLA240112C00160000,160,83.9,85.85,0.849122603,243.84,32
8482,TSLA240112C00180000,180,64.3,66.45,0.707522456,243.84,32
8483,TSLA240112C00185000,185,59.45,61.45,0.664065859,243.84,32
8484,TSLA240112C00190000,190,54.65,56.6,0.629886514,243.84,32
8485,TSLA240112C00195000,195,50,51.8,0.602298899,243.84,32
8486,TSLA240112C00200000,200,45.35,47.45,0.587650608,243.84,32
8487,TSLA240112C00205000,205,40.85,42.85,0.563602997,243.84,32
8488,TSLA240112C00210000,210,36.65,38.3,0.544804357,243.84,32
8489,TSLA240112C00215000,215,32.5,33.45,0.513676738,243.84,32
8490,TSLA240112C00220000,220,28.75,29.45,0.507207076,243.84,32
8491,TSLA240112C00225000,225,24.95,25.7,0.511235356,243.84,32
8492,TSLA240112C00230000,230,21.4,22.15,0.499089482,243.84,32
8493,TSLA240112C00235000,235,18.3,18.65,0.480290842,243.84,32
8494,TSLA240112C00240000,240,15.4,15.7,0.472295316,243.84,32
8495,TSLA240112C00245000,245,12.45,13.15,0.468389105,243.84,32
8496,TSLA240112C00250000,250,10.6,10.85,0.463262203,243.84,32
8497,TSLA240112C00255000,255,8.65,8.9,0.460515649,243.84,32
8498,TSLA240112C00260000,260,7,7.25,0.45905082,243.84,32
8499,TSLA240112C00265000,265,5.65,5.8,0.455754954,243.84,32
8500,TSLA240112C00270000,270,4.55,4.7,0.457585991,243.84,32
8501,TSLA240112C00275000,275,3.6,3.8,0.460088407,243.84,32
8502,TSLA240112C00280000,280,2.92,3.05,0.462163582,243.84,32
8503,TSLA240112C00285000,285,2.34,2.47,0.466313931,243.84,32
8504,TSLA240112C00290000,290,1.89,2,0.47046428,243.84,32
8505,TSLA240112C00295000,295,1.53,1.63,0.475713251,243.84,32
8506,TSLA240112C00300000,300,1.24,1.34,0.481816705,243.84,32
8507,TSLA240112C00305000,305,1.01,1.1,0.487553953,243.84,32
8508,TSLA240112C00310000,310,0.83,0.92,0.494878098,243.84,32
8509,TSLA240112C00315000,315,0.69,0.77,0.501958105,243.84,32
8510,TSLA240112C00320000,320,0.57,0.65,0.503422935,243.84,32
8511,TSLA240112C00325000,325,0.51,0.56,0.514165015,243.84,32
8512,TSLA240112C00330000,330,0.42,0.48,0.520756746,243.84,32
8513,TSLA240112C00335000,335,0.36,0.41,0.528325029,243.84,32
8514,TSLA240112C00340000,340,0.32,0.36,0.538090557,243.84,32
8515,TSLA240112C00345000,345,0.28,0.32,0.547367808,243.84,32
8516,TSLA240112C00350000,350,0.24,0.28,0.554691953,243.84,32
8517,TSLA240112C00355000,355,0.21,0.25,0.562992651,243.84,32
8518,TSLA240112C00360000,360,0.2,0.22,0.573246455,243.84,32
8519,TSLA240112C00365000,365,0.16,0.2,0.579105771,243.84,32
8520,TSLA240112C00370000,370,0.14,0.18,0.586918193,243.84,32
8521,TSLA240112C00375000,375,0.11,0.16,0.589847852,243.84,32
8522,TSLA240112C00380000,380,0.11,0.14,0.600589932,243.84,32
